,count_0,count_1,log_prob_0,log_prob_1
butas,0.0,5.0,-33.3044818307122,-9.566447154527449
buwan,0.0,46.0,-33.3044818307122,-7.347243670490279
buwis,0.0,25.0,-33.3044818307122,-7.957009242109348
buying,1.0,4.0,-10.278630900671743,-9.789590705836657
cabinet,5.0,47.0,-8.669192988317644,-7.325737465269363
cagayan,9.0,13.0,-8.081406323424412,-8.610935709512319
calamities,6.0,9.0,-8.486871431527021,-8.978660489634217
calamity,1.0,11.0,-10.278630900671743,-8.777989794174086
called,16.0,35.0,-7.506042178525712,-7.620537005489277
calling,3.0,5.0,-9.1800186120703,-9.566447154527449
calls,6.0,13.0,-8.486871431527021,-8.610935709512319
camarines,9.0,2.0,-8.081406323424412,-10.482737886371604
cambodia,3.0,3.0,-9.1800186120703,-10.077272778280106
camp,0.0,8.0,-33.3044818307122,-9.096443525289212
campaign,26.0,27.0,-7.020534362746416,-7.8800482009735155
cancer,1.0,9.0,-10.278630900671743,-8.978660489634217
candidates,2.0,4.0,-9.585483720161799,-9.789590705836657
capabilities,2.0,16.0,-9.585483720161799,-8.403296344735518
capability,0.0,20.0,-33.3044818307122,-8.180152793422558
capable,7.0,13.0,-8.332720751702144,-8.610935709512319
capacity,25.0,41.0,-7.059755075899543,-7.4623130002748015
capita,6.0,5.0,-8.486871431527021,-9.566447154527449
capital,61.0,43.0,-6.167757036596792,-7.41468495128566
capitalization,2.0,5.0,-9.585483720161799,-9.566447154527449
card,1.0,7.0,-10.278630900671743,-9.22997491791195
cardinal,1.0,6.0,-10.278630900671743,-9.384125597736826
care,7.0,73.0,-8.332720751702144,-6.885425625831787
career,2.0,5.0,-9.585483720161799,-9.566447154527449
careful,5.0,4.0,-8.669192988317644,-9.789590705836657
carefully,4.0,5.0,-8.892336539626852,-9.566447154527449
carnapping,1.0,4.0,-10.278630900671743,-9.789590705836657
carried,10.0,6.0,-7.976045807767697,-9.384125597736826
carry,19.0,19.0,-7.3341919216000395,-8.231446087809845
carrying,5.0,5.0,-8.669192988317644,-9.566447154527449
carta,0.0,10.0,-33.3044818307122,-8.873299973977502
cash,7.0,18.0,-8.332720751702144,-8.285513309079828
cast,7.0,6.0,-8.332720751702144,-9.384125597736826
castro,0.0,8.0,-33.3044818307122,-9.096443525289212
catch,0.0,15.0,-33.3044818307122,-8.467834865872671
category,0.0,7.0,-33.3044818307122,-9.22997491791195
caused,6.0,19.0,-8.486871431527021,-8.231446087809845
cavans,14.0,2.0,-7.6395735711493415,-10.482737886371604
cavite,1.0,14.0,-10.278630900671743,-8.536827737359147
cease,2.0,3.0,-9.585483720161799,-10.077272778280106
cebu,7.0,28.0,-8.332720751702144,-7.843680556802774
ceiling,0.0,5.0,-33.3044818307122,-9.566447154527449
cement,10.0,0.0,-7.976045807767697,-34.201735996922004
cent,98.0,0.0,-5.693663422100151,-34.201735996922004
centennial,0.0,9.0,-33.3044818307122,-8.978660489634217
center,2.0,48.0,-9.585483720161799,-7.304684056071574
centers,13.0,42.0,-7.713681543302513,-7.438215448695799
central,48.0,32.0,-6.407429889861769,-7.710149164178697
centuries,3.0,5.0,-9.1800186120703,-9.566447154527449
century,0.0,33.0,-33.3044818307122,-7.679377505512038
certificates,2.0,4.0,-9.585483720161799,-9.789590705836657
cesar,1.0,7.0,-10.278630900671743,-9.22997491791195
chain,0.0,9.0,-33.3044818307122,-8.978660489634217
chair,0.0,6.0,-33.3044818307122,-9.384125597736826
chairman,1.0,5.0,-10.278630900671743,-9.566447154527449
challenge,10.0,38.0,-7.976045807767697,-7.538298907252531
challenges,3.0,32.0,-9.1800186120703,-7.710149164178697
chance,3.0,15.0,-9.1800186120703,-8.467834865872671
change,18.0,66.0,-7.388259142870023,-6.986230324953608
changed,3.0,8.0,-9.1800186120703,-9.096443525289212
changing,6.0,6.0,-8.486871431527021,-9.384125597736826
channel,3.0,7.0,-9.1800186120703,-9.22997491791195
character,6.0,8.0,-8.486871431527021,-9.096443525289212
characterized,5.0,4.0,-8.669192988317644,-9.789590705836657
charge,1.0,10.0,-10.278630900671743,-8.873299973977502
charged,7.0,6.0,-8.332720751702144,-9.384125597736826
charges,1.0,8.0,-10.278630900671743,-9.096443525289212
charity,3.0,4.0,-9.1800186120703,-9.789590705836657
chart,0.0,6.0,-33.3044818307122,-9.384125597736826
charter,10.0,15.0,-7.976045807767697,-8.467834865872671
cheap,3.0,3.0,-9.1800186120703,-10.077272778280106
cheaper,0.0,11.0,-33.3044818307122,-8.777989794174086
check,2.0,4.0,-9.585483720161799,-9.789590705836657
checks,1.0,8.0,-10.278630900671743,-9.096443525289212
ched,0.0,5.0,-33.3044818307122,-9.566447154527449
chief,3.0,55.0,-9.1800186120703,-7.168551881747259
child,7.0,15.0,-8.332720751702144,-8.467834865872671
children,22.0,57.0,-7.187588447408881,-7.132833799145244
china,5.0,62.0,-8.669192988317644,-7.048750681934844
chinese,3.0,10.0,-9.1800186120703,-8.873299973977502
choice,6.0,18.0,-8.486871431527021,-8.285513309079828
choices,0.0,8.0,-33.3044818307122,-9.096443525289212
choose,1.0,5.0,-10.278630900671743,-9.566447154527449
chosen,1.0,6.0,-10.278630900671743,-9.384125597736826
christmas,0.0,6.0,-33.3044818307122,-9.384125597736826
church,0.0,8.0,-33.3044818307122,-9.096443525289212
circumstances,7.0,4.0,-8.332720751702144,-9.789590705836657
cities,10.0,25.0,-7.976045807767697,-7.957009242109348
citizen,10.0,12.0,-7.976045807767697,-8.690978417185214
citizenry,7.0,5.0,-8.332720751702144,-9.566447154527449
citizens,14.0,37.0,-7.6395735711493415,-7.564967154334621
city,18.0,100.0,-7.388259142870023,-6.570714880992457
civic,6.0,18.0,-8.486871431527021,-8.285513309079828
civil,11.0,43.0,-7.880735627964281,-7.41468495128566
civilian,2.0,16.0,-9.585483720161799,-8.403296344735518
claim,30.0,7.0,-6.877433519106255,-9.22997491791195
claims,2.0,5.0,-9.585483720161799,-9.566447154527449
clamor,2.0,3.0,-9.585483720161799,-10.077272778280106
clarify,4.0,1.0,-8.892336539626852,-11.175885066881548
clark,0.0,32.0,-33.3044818307122,-7.710149164178697
class,6.0,22.0,-8.486871431527021,-8.084842613618687
classes,4.0,12.0,-8.892336539626852,-8.690978417185214
classroom,2.0,10.0,-9.585483720161799,-8.873299973977502
classrooms,5.0,12.0,-8.669192988317644,-8.690978417185214
clean,1.0,27.0,-10.278630900671743,-7.8800482009735155
clearances,0.0,8.0,-33.3044818307122,-9.096443525289212
clearing,3.0,3.0,-9.1800186120703,-10.077272778280106
climate,14.0,22.0,-7.6395735711493415,-8.084842613618687
close,13.0,19.0,-7.713681543302513,-8.231446087809845
closed,3.0,8.0,-9.1800186120703,-9.096443525289212
closely,2.0,5.0,-9.585483720161799,-9.566447154527449
closer,16.0,9.0,-7.506042178525712,-8.978660489634217
coal,3.0,4.0,-9.1800186120703,-9.789590705836657
coastal,3.0,10.0,-9.1800186120703,-8.873299973977502
coco,0.0,11.0,-33.3044818307122,-8.777989794174086
coconut,7.0,29.0,-8.332720751702144,-7.808589236991626
code,19.0,30.0,-7.3341919216000395,-7.77468768531606
cold,3.0,7.0,-9.1800186120703,-9.22997491791195
collaboration,7.0,6.0,-8.332720751702144,-9.384125597736826
collateral,0.0,6.0,-33.3044818307122,-9.384125597736826
collect,1.0,5.0,-10.278630900671743,-9.566447154527449
collecting,5.0,4.0,-8.669192988317644,-9.789590705836657
collection,11.0,16.0,-7.880735627964281,-8.403296344735518
collections,14.0,11.0,-7.6395735711493415,-8.777989794174086
collective,13.0,10.0,-7.713681543302513,-8.873299973977502
college,8.0,21.0,-8.199189359079407,-8.131362629253363
colleges,4.0,4.0,-8.892336539626852,-9.789590705836657
colonial,4.0,3.0,-8.892336539626852,-10.077272778280106
combat,2.0,9.0,-9.585483720161799,-8.978660489634217
combination,1.0,5.0,-10.278630900671743,-9.566447154527449
combined,8.0,7.0,-8.199189359079407,-9.22997491791195
comfort,3.0,6.0,-9.1800186120703,-9.384125597736826
comfortable,0.0,10.0,-33.3044818307122,-8.873299973977502
coming,15.0,27.0,-7.570580699662866,-7.8800482009735155
command,2.0,17.0,-9.585483720161799,-8.34267172291945
commander,1.0,12.0,-10.278630900671743,-8.690978417185214
commanders,1.0,6.0,-10.278630900671743,-9.384125597736826
commend,6.0,10.0,-8.486871431527021,-8.873299973977502
commerce,8.0,14.0,-8.199189359079407,-8.536827737359147
commercial,20.0,18.0,-7.282898627212752,-8.285513309079828
commission,39.0,48.0,-6.615069254639533,-7.304684056071574
commissioner,1.0,10.0,-10.278630900671743,-8.873299973977502
commit,1.0,10.0,-10.278630900671743,-8.873299973977502
commitment,9.0,40.0,-8.081406323424412,-7.4870056128651115
commitments,6.0,11.0,-8.486871431527021,-8.777989794174086
committed,9.0,23.0,-8.081406323424412,-8.040390851048052
committee,20.0,16.0,-7.282898627212752,-8.403296344735518
commodities,24.0,4.0,-7.1005770704196305,-9.789590705836657
commodity,4.0,2.0,-8.892336539626852,-10.482737886371604
common,60.0,51.0,-6.184286338547976,-7.244059434255262
commonwealth,3.0,3.0,-9.1800186120703,-10.077272778280106
communal,8.0,1.0,-8.199189359079407,-11.175885066881548
communication,3.0,6.0,-9.1800186120703,-9.384125597736826
communications,8.0,16.0,-8.199189359079407,-8.403296344735518
communism,9.0,0.0,-8.081406323424412,-34.201735996922004
communist,17.0,21.0,-7.445417556709645,-8.131362629253363
communists,5.0,4.0,-8.669192988317644,-9.789590705836657
communities,14.0,60.0,-7.6395735711493415,-7.081540504757781
community,22.0,61.0,-7.187588447408881,-7.0650112028065974
companies,2.0,22.0,-9.585483720161799,-8.084842613618687
company,13.0,16.0,-7.713681543302513,-8.403296344735518
comparative,2.0,3.0,-9.585483720161799,-10.077272778280106
compare,0.0,5.0,-33.3044818307122,-9.566447154527449
compared,14.0,17.0,-7.6395735711493415,-8.34267172291945
compassion,0.0,8.0,-33.3044818307122,-9.096443525289212
compel,2.0,3.0,-9.585483720161799,-10.077272778280106
compensation,8.0,3.0,-8.199189359079407,-10.077272778280106
compete,2.0,11.0,-9.585483720161799,-8.777989794174086
competence,3.0,7.0,-9.1800186120703,-9.22997491791195
competent,1.0,9.0,-10.278630900671743,-8.978660489634217
competition,6.0,19.0,-8.486871431527021,-8.231446087809845
competitive,5.0,39.0,-8.669192988317644,-7.512323420849338
competitiveness,0.0,30.0,-33.3044818307122,-7.77468768531606
complaints,7.0,3.0,-8.332720751702144,-10.077272778280106
complement,6.0,5.0,-8.486871431527021,-9.566447154527449
complementary,6.0,2.0,-8.486871431527021,-10.482737886371604
complemented,2.0,5.0,-9.585483720161799,-9.566447154527449
complete,7.0,29.0,-8.332720751702144,-7.808589236991626
completed,45.0,26.0,-6.471968410999201,-7.917788528956221
completely,5.0,8.0,-8.669192988317644,-9.096443525289212
completing,1.0,4.0,-10.278630900671743,-9.789590705836657
completion,9.0,7.0,-8.081406323424412,-9.22997491791195
complex,5.0,21.0,-8.669192988317644,-8.131362629253363
compliance,2.0,3.0,-9.585483720161799,-10.077272778280106
comply,0.0,8.0,-33.3044818307122,-9.096443525289212
component,0.0,18.0,-33.3044818307122,-8.285513309079828
composed,7.0,2.0,-8.332720751702144,-10.482737886371604
comprehensive,5.0,44.0,-8.669192988317644,-7.391695433061015
compromise,1.0,10.0,-10.278630900671743,-8.873299973977502
conceived,2.0,4.0,-9.585483720161799,-9.789590705836657
concentrate,6.0,4.0,-8.486871431527021,-9.789590705836657
concentrated,5.0,1.0,-8.669192988317644,-11.175885066881548
concept,0.0,5.0,-33.3044818307122,-9.566447154527449
concern,17.0,20.0,-7.445417556709645,-8.180152793422558
concerned,8.0,21.0,-8.199189359079407,-8.131362629253363
concerns,3.0,32.0,-9.1800186120703,-7.710149164178697
concerted,3.0,4.0,-9.1800186120703,-9.789590705836657
conclude,3.0,5.0,-9.1800186120703,-9.566447154527449
concluded,5.0,1.0,-8.669192988317644,-11.175885066881548
conclusion,6.0,5.0,-8.486871431527021,-9.566447154527449
concrete,10.0,9.0,-7.976045807767697,-8.978660489634217
concurrence,1.0,6.0,-10.278630900671743,-9.384125597736826
condemn,2.0,6.0,-9.585483720161799,-9.384125597736826
condition,13.0,8.0,-7.713681543302513,-9.096443525289212
conditions,39.0,14.0,-6.615069254639533,-8.536827737359147
conducive,2.0,4.0,-9.585483720161799,-9.789590705836657
conduct,14.0,14.0,-7.6395735711493415,-8.536827737359147
conducted,8.0,2.0,-8.199189359079407,-10.482737886371604
conference,8.0,19.0,-8.199189359079407,-8.231446087809845
confidence,20.0,35.0,-7.282898627212752,-7.620537005489277
confident,10.0,8.0,-7.976045807767697,-9.096443525289212
conflict,5.0,33.0,-8.669192988317644,-7.679377505512038
conflicts,4.0,8.0,-8.892336539626852,-9.096443525289212
confront,2.0,4.0,-9.585483720161799,-9.789590705836657
congestion,1.0,10.0,-10.278630900671743,-8.873299973977502
congratulate,0.0,8.0,-33.3044818307122,-9.096443525289212
congratulations,0.0,30.0,-33.3044818307122,-7.77468768531606
congress,145.0,365.0,-5.301897158350479,-5.275987713398783
congressional,4.0,12.0,-8.892336539626852,-8.690978417185214
congressman,0.0,18.0,-33.3044818307122,-8.285513309079828
congressmen,1.0,8.0,-10.278630900671743,-9.096443525289212
congresson,0.0,5.0,-33.3044818307122,-9.566447154527449
connect,1.0,19.0,-10.278630900671743,-8.231446087809845
connection,11.0,7.0,-7.880735627964281,-9.22997491791195
conscience,3.0,5.0,-9.1800186120703,-9.566447154527449
consensus,0.0,13.0,-33.3044818307122,-8.610935709512319
consequence,5.0,1.0,-8.669192988317644,-11.175885066881548
consequences,4.0,15.0,-8.892336539626852,-8.467834865872671
conservation,6.0,6.0,-8.486871431527021,-9.384125597736826
conserve,5.0,3.0,-8.669192988317644,-10.077272778280106
considerable,5.0,1.0,-8.669192988317644,-11.175885066881548
considerably,4.0,3.0,-8.892336539626852,-10.077272778280106
consideration,20.0,2.0,-7.282898627212752,-10.482737886371604
considered,7.0,7.0,-8.332720751702144,-9.22997491791195
consistent,11.0,10.0,-7.880735627964281,-8.873299973977502
consistently,2.0,6.0,-9.585483720161799,-9.384125597736826
consisting,3.0,2.0,-9.1800186120703,-10.482737886371604
consists,5.0,3.0,-8.669192988317644,-10.077272778280106
constant,3.0,4.0,-9.1800186120703,-9.789590705836657
constituents,1.0,7.0,-10.278630900671743,-9.22997491791195
constitute,5.0,2.0,-8.669192988317644,-10.482737886371604
constitution,12.0,47.0,-7.793724250975409,-7.325737465269363
constitutional,17.0,30.0,-7.445417556709645,-7.77468768531606
construct,4.0,2.0,-8.892336539626852,-10.482737886371604
constructed,16.0,7.0,-7.506042178525712,-9.22997491791195
construction,77.0,29.0,-5.9348254789167605,-7.808589236991626
constructive,15.0,1.0,-7.570580699662866,-11.175885066881548
consultation,4.0,4.0,-8.892336539626852,-9.789590705836657
consultations,1.0,5.0,-10.278630900671743,-9.566447154527449
consumer,12.0,15.0,-7.793724250975409,-8.467834865872671
consumers,11.0,16.0,-7.880735627964281,-8.403296344735518
consumption,12.0,11.0,-7.793724250975409,-8.777989794174086
contact,2.0,5.0,-9.585483720161799,-9.566447154527449
contacts,2.0,4.0,-9.585483720161799,-9.789590705836657
contained,2.0,3.0,-9.585483720161799,-10.077272778280106
content,2.0,3.0,-9.585483720161799,-10.077272778280106
context,4.0,2.0,-8.892336539626852,-10.482737886371604
continually,4.0,2.0,-8.892336539626852,-10.482737886371604
continuation,4.0,1.0,-8.892336539626852,-11.175885066881548
continue,58.0,108.0,-6.218187890223599,-6.493753839856403
continued,37.0,19.0,-6.667712988124816,-8.231446087809845
continues,12.0,18.0,-7.793724250975409,-8.285513309079828
continuing,21.0,24.0,-7.234108463043558,-7.997831236629436
continuity,0.0,6.0,-33.3044818307122,-9.384125597736826
continuous,2.0,7.0,-9.585483720161799,-9.22997491791195
continuously,1.0,5.0,-10.278630900671743,-9.566447154527449
contract,0.0,17.0,-33.3044818307122,-8.34267172291945
contracts,2.0,14.0,-9.585483720161799,-8.536827737359147
contrary,4.0,3.0,-8.892336539626852,-10.077272778280106
contrast,5.0,6.0,-8.669192988317644,-9.384125597736826
contribute,14.0,8.0,-7.6395735711493415,-9.096443525289212
contributed,5.0,6.0,-8.669192988317644,-9.384125597736826
contribution,11.0,7.0,-7.880735627964281,-9.22997491791195
contributions,2.0,5.0,-9.585483720161799,-9.566447154527449
control,57.0,41.0,-6.235579632935439,-7.4623130002748015
controlled,9.0,11.0,-8.081406323424412,-8.777989794174086
controls,33.0,9.0,-6.782123339302233,-8.978660489634217
convention,5.0,9.0,-8.669192988317644,-8.978660489634217
conversion,1.0,6.0,-10.278630900671743,-9.384125597736826
convert,2.0,7.0,-9.585483720161799,-9.22997491791195
conviction,15.0,8.0,-7.570580699662866,-9.096443525289212
convinced,2.0,3.0,-9.585483720161799,-10.077272778280106
cooperate,8.0,8.0,-8.199189359079407,-9.096443525289212
cooperation,40.0,39.0,-6.589751446655306,-7.512323420849338
cooperative,16.0,8.0,-7.506042178525712,-9.096443525289212
cooperatives,10.0,13.0,-7.976045807767697,-8.610935709512319
coordinate,10.0,6.0,-7.976045807767697,-9.384125597736826
coordinated,9.0,2.0,-8.081406323424412,-10.482737886371604
coordinating,4.0,3.0,-8.892336539626852,-10.077272778280106
coordination,15.0,6.0,-7.570580699662866,-9.384125597736826
cope,7.0,9.0,-8.332720751702144,-8.978660489634217
copra,8.0,3.0,-8.199189359079407,-10.077272778280106
corazon,0.0,6.0,-33.3044818307122,-9.384125597736826
cordillera,0.0,9.0,-33.3044818307122,-8.978660489634217
corn,39.0,8.0,-6.615069254639533,-9.096443525289212
corporate,6.0,17.0,-8.486871431527021,-8.34267172291945
corporation,34.0,29.0,-6.752270376152641,-7.808589236991626
corporations,26.0,20.0,-7.020534362746416,-8.180152793422558
corps,2.0,34.0,-9.585483720161799,-7.649524542362446
correct,7.0,18.0,-8.332720751702144,-8.285513309079828
correspondingly,5.0,1.0,-8.669192988317644,-11.175885066881548
corrupt,0.0,25.0,-33.3044818307122,-7.957009242109348
corruption,20.0,104.0,-7.282898627212752,-6.531494167839214
cost,50.0,52.0,-6.3666078953415965,-7.2246413483981975
costs,10.0,28.0,-7.976045807767697,-7.843680556802774
cotabato,11.0,11.0,-7.880735627964281,-8.777989794174086
coun,5.0,2.0,-8.669192988317644,-10.482737886371604
council,34.0,20.0,-6.752270376152641,-8.180152793422558
councils,3.0,7.0,-9.1800186120703,-9.22997491791195
counsel,3.0,5.0,-9.1800186120703,-9.566447154527449
count,3.0,17.0,-9.1800186120703,-8.34267172291945
counting,1.0,6.0,-10.278630900671743,-9.384125597736826
countries,46.0,51.0,-6.449989504280474,-7.244059434255262
country,179.0,352.0,-5.0912450949304295,-5.312253891383167
countrymen,6.0,40.0,-8.486871431527021,-7.4870056128651115
countryside,1.0,30.0,-10.278630900671743,-7.77468768531606
coup,0.0,11.0,-33.3044818307122,-8.777989794174086
coupled,6.0,0.0,-8.486871431527021,-34.201735996922004
courage,12.0,15.0,-7.793724250975409,-8.467834865872671
court,13.0,50.0,-7.713681543302513,-7.263862061551402
courts,7.0,12.0,-8.332720751702144,-8.690978417185214
cover,4.0,11.0,-8.892336539626852,-8.777989794174086
coverage,1.0,13.0,-10.278630900671743,-8.610935709512319
covered,5.0,7.0,-8.669192988317644,-9.22997491791195
covering,12.0,3.0,-7.793724250975409,-10.077272778280106
cpp,0.0,11.0,-33.3044818307122,-8.777989794174086
craft,2.0,8.0,-9.585483720161799,-9.096443525289212
create,16.0,44.0,-7.506042178525712,-7.391695433061015
created,23.0,21.0,-7.143136684838246,-8.131362629253363
creating,14.0,21.0,-7.6395735711493415,-8.131362629253363
creation,21.0,21.0,-7.234108463043558,-8.131362629253363
creative,3.0,8.0,-9.1800186120703,-9.096443525289212
credible,0.0,6.0,-33.3044818307122,-9.384125597736826
credit,60.0,41.0,-6.184286338547976,-7.4623130002748015
creditors,1.0,17.0,-10.278630900671743,-8.34267172291945
credits,7.0,5.0,-8.332720751702144,-9.566447154527449
crime,4.0,47.0,-8.892336539626852,-7.325737465269363
crimes,0.0,32.0,-33.3044818307122,-7.710149164178697
criminal,1.0,29.0,-10.278630900671743,-7.808589236991626
criminality,0.0,20.0,-33.3044818307122,-8.180152793422558
criminals,1.0,16.0,-10.278630900671743,-8.403296344735518
crisis,18.0,54.0,-7.388259142870023,-7.186901020415422
cristina,8.0,0.0,-8.199189359079407,-34.201735996922004
critical,8.0,16.0,-8.199189359079407,-8.403296344735518
critics,0.0,16.0,-33.3044818307122,-8.403296344735518
